python_score,java_score,cpp_score,javascript_score,ml_skills,web_dev_score,dsa_score,cloud_score,data_analytics_score,database_score,aptitude_score,communication_score,coding_problems_solved,internships,projects,certifications,hackathons,cgpa,role,company_tier,salary_lpa
67.9,21.0,59.9,38.7,79.1,57.9,53.6,13.6,86.3,45.9,64.7,3.0,345,0,6,7,3,7.07,Data Scientist,Service-Based,5.57
83.5,74.9,25.3,53.0,39.5,3.0,67.5,20.0,47.8,51.8,45.3,3.5,261,2,5,1,1,7.53,Software Developer,Service-Based,3.88
73.1,72.7,63.8,58.9,8.4,67.1,54.4,17.4,30.3,55.0,70.6,3.0,233,2,6,1,2,7.46,Software Developer,Product-Based,15.13
57.6,11.1,32.8,40.2,34.8,32.3,32.4,100.0,24.8,35.9,45.8,2.0,228,0,3,0,2,6.83,DevOps Engineer,Startup,4.49
5.2,59.3,18.9,100.0,8.1,65.9,52.2,57.6,2.1,6.8,46.7,4.0,150,2,4,1,2,7.89,Frontend Developer,Service-Based,3.64
89.3,87.1,49.8,46.5,49.1,30.6,35.0,39.5,40.3,15.2,58.2,2.5,218,1,1,3,2,6.49,Software Developer,Service-Based,3.95
77.7,51.2,38.7,19.0,100.0,5.2,41.7,45.2,86.7,47.3,60.1,2.0,154,1,1,3,1,8.09,Data Scientist,Service-Based,4.67
62.8,80.1,47.1,47.2,11.0,55.8,61.2,49.0,29.6,47.1,66.3,2.0,229,2,9,4,0,7.11,Backend Developer,Service-Based,4.01
64.2,48.2,45.7,13.0,19.1,24.9,96.4,57.2,29.5,75.9,31.1,3.0,431,0,2,4,3,8.6,Backend Developer,Service-Based,5.47
49.1,71.3,30.6,49.3,12.1,54.3,78.0,83.4,38.5,89.7,54.7,3.0,219,3,6,3,0,7.77,Backend Developer,Service-Based,5.14
100.0,46.7,13.0,17.0,94.1,16.6,50.2,54.0,100.0,23.2,46.5,2.0,363,1,5,1,3,8.88,Data Scientist,Service-Based,5.19
74.1,32.6,13.0,9.9,100.0,30.2,30.2,28.9,75.0,56.1,48.9,3.5,496,3,1,2,1,6.92,Data Scientist,Service-Based,5.62
12.9,72.6,25.4,85.8,16.3,71.2,41.4,25.6,29.9,25.3,38.7,1.5,351,0,3,1,4,7.39,Frontend Developer,Product-Based,12.91
42.4,55.6,60.1,76.7,20.8,67.8,40.1,28.3,43.0,53.0,45.0,2.5,362,0,6,3,4,6.86,Full-Stack Developer,Product-Based,13.58
62.7,63.4,12.2,100.0,13.8,91.1,28.5,45.8,11.1,100.0,51.0,3.0,422,1,2,4,3,7.41,Full-Stack Developer,Product-Based,14.69
45.1,62.7,54.4,27.2,18.2,54.2,29.2,23.3,71.0,56.3,63.4,2.5,348,2,3,1,0,6.89,Software Developer,Service-Based,5.17
46.3,26.5,46.8,7.4,100.0,4.9,61.5,52.0,84.9,91.9,73.2,2.0,287,0,5,4,3,7.43,Data Scientist,Service-Based,5.27
53.5,26.7,38.2,64.1,0.0,97.8,27.2,47.4,6.7,80.6,59.7,3.0,218,0,3,3,4,7.91,Full-Stack Developer,Product-Based,15.74
35.7,0.0,52.7,19.3,2.1,37.5,11.9,80.7,12.6,52.8,43.2,2.5,328,0,4,1,1,6.77,DevOps Engineer,Startup,3.39
63.1,19.9,15.3,9.3,63.6,0.0,63.4,49.5,94.5,70.1,41.1,3.0,233,2,8,2,3,6.9,Data Analyst,Service-Based,4.4
100.0,71.0,44.3,21.7,100.0,1.5,64.4,41.6,58.8,22.6,52.3,3.0,342,1,7,5,4,6.89,ML Engineer,Service-Based,4.94
76.1,60.1,38.3,100.0,2.2,72.7,59.8,63.7,24.3,63.7,64.4,3.5,194,2,8,6,2,8.22,Full-Stack Developer,Product-Based,14.83
17.5,30.3,77.2,70.8,39.3,88.1,54.7,48.2,33.8,39.5,32.6,3.5,231,1,2,3,1,7.54,Frontend Developer,Product-Based,16.06
86.9,13.5,26.8,14.5,66.8,2.6,60.4,23.5,73.0,77.4,67.1,3.5,454,1,10,5,2,7.7,Data Scientist,Service-Based,4.83
79.4,38.7,17.5,3.5,7.2,11.6,40.2,100.0,4.2,69.5,13.1,3.0,302,0,5,1,2,6.5,DevOps Engineer,Startup,3.35
36.6,52.6,11.4,86.5,16.1,76.9,39.6,67.6,27.0,72.6,54.1,2.5,449,1,6,3,0,6.79,Frontend Developer,Product-Based,16.04
44.2,36.7,0.0,9.6,24.8,0.0,16.5,0.0,100.0,64.5,37.2,1.0,151,0,6,2,0,6.79,Data Analyst,Startup,3.08
85.1,36.8,43.4,0.0,85.0,0.0,96.2,60.3,85.1,29.1,51.5,4.5,385,3,11,5,3,8.67,ML Engineer,Fintech,23.01
70.7,45.0,21.2,58.1,65.4,22.1,38.2,99.4,5.8,55.4,61.0,4.0,332,1,8,3,3,7.2,DevOps Engineer,Service-Based,4.3
35.6,10.5,19.0,11.6,41.3,19.5,30.0,18.4,100.0,73.2,32.8,3.0,220,2,7,0,3,7.09,Data Analyst,Startup,4.06
69.2,0.0,10.0,0.0,43.5,45.3,31.4,39.5,100.0,65.8,54.2,2.0,240,0,5,1,3,6.47,Data Analyst,Startup,3.84
10.9,70.3,94.7,62.4,16.9,30.3,34.4,51.0,32.7,37.8,61.3,3.5,215,1,6,1,2,7.55,Software Developer,Product-Based,16.55
81.5,42.7,26.7,26.1,69.2,5.7,65.6,30.3,47.3,29.8,46.8,3.5,245,2,5,3,2,7.92,ML Engineer,Service-Based,4.18
62.8,18.5,40.6,0.0,99.2,0.0,25.7,30.4,72.7,58.3,49.9,2.5,336,1,7,0,2,6.95,Data Scientist,Service-Based,4.84
34.9,70.5,32.1,67.8,28.0,48.9,45.5,45.4,0.0,76.1,61.7,3.0,168,1,3,3,3,8.05,Full-Stack Developer,Product-Based,13.8
89.5,47.4,45.3,25.1,73.4,21.4,51.7,58.8,43.7,70.2,60.4,3.5,376,0,5,2,2,8.6,ML Engineer,Product-Based,14.42
70.8,64.9,51.5,44.5,16.3,60.4,98.8,46.3,70.0,9.5,52.9,2.5,442,2,8,5,1,7.31,Software Developer,Product-Based,16.5
75.3,75.4,73.2,66.1,0.0,14.3,62.4,15.7,54.9,42.2,54.3,3.5,475,1,7,4,3,6.99,Software Developer,Product-Based,20.46
72.7,0.0,10.6,20.1,68.0,0.0,62.5,0.0,87.0,100.0,19.5,2.0,105,3,4,3,2,7.15,Data Analyst,Startup,4.47
78.2,75.1,55.4,73.9,2.5,33.3,64.4,24.4,0.0,99.5,52.1,2.5,144,1,4,3,0,7.24,Backend Developer,Product-Based,13.28
72.2,62.7,64.8,12.3,0.0,43.6,75.9,24.8,36.7,68.8,71.8,2.5,285,2,0,3,2,7.2,Software Developer,Service-Based,5.49
88.5,70.7,53.7,40.0,11.2,64.3,63.9,39.6,12.4,74.0,71.3,2.5,199,2,3,2,1,9.04,Software Developer,Product-Based,14.54
71.9,63.7,46.2,68.7,0.3,84.7,66.8,33.7,5.7,61.1,67.1,3.0,196,1,3,1,1,8.34,Full-Stack Developer,Product-Based,15.82
32.8,67.5,49.6,34.3,23.9,39.7,100.0,31.5,2.1,65.4,54.8,2.5,372,0,7,4,1,8.15,Software Developer,Service-Based,5.18
38.7,47.3,45.2,50.5,13.8,48.1,85.1,45.2,13.7,48.9,55.6,2.5,292,0,5,2,2,6.58,Software Developer,Service-Based,3.99
51.8,95.5,19.4,40.5,27.0,40.2,75.7,44.6,16.1,68.0,59.7,4.5,263,1,10,2,1,7.53,Backend Developer,Service-Based,5.58
60.6,45.0,47.9,76.5,40.9,56.8,51.9,57.6,21.0,73.9,61.3,2.5,293,3,4,4,2,8.25,Full-Stack Developer,Product-Based,16.16
72.4,70.7,60.7,32.1,0.0,43.5,80.1,43.3,39.1,87.1,76.3,4.0,322,0,8,5,2,8.15,Backend Developer,Fintech,20.91
36.4,52.5,16.1,100.0,10.7,93.1,52.8,33.5,6.4,11.0,36.5,3.0,385,1,6,4,0,6.67,Frontend Developer,Product-Based,16.65
71.4,74.0,45.4,37.7,4.4,80.6,53.4,43.1,34.1,73.2,45.5,3.0,351,2,3,4,3,7.1,Backend Developer,Product-Based,14.66
66.0,26.9,28.9,23.5,35.2,5.9,44.5,86.8,11.5,35.1,54.8,3.0,229,0,5,0,0,7.43,DevOps Engineer,Startup,5.19
57.8,81.0,25.4,89.9,2.7,73.0,82.6,61.9,19.5,81.8,53.7,3.5,272,1,2,2,5,6.87,Full-Stack Developer,Product-Based,16.21
53.3,94.5,59.7,39.5,28.9,64.4,43.2,17.7,0.0,55.3,54.1,2.5,395,1,2,0,1,8.62,Software Developer,Product-Based,14.42
61.4,63.3,11.9,70.3,24.8,83.8,37.0,63.1,22.5,100.0,66.3,2.5,205,3,3,5,3,7.47,Full-Stack Developer,Product-Based,15.83
43.3,43.3,52.3,38.4,7.4,48.1,65.5,84.9,30.0,61.3,71.4,3.5,497,2,7,3,2,6.71,DevOps Engineer,Fintech,21.17
71.7,23.7,33.2,54.8,88.5,3.5,54.1,65.4,30.7,47.1,47.1,3.0,231,1,2,5,2,8.29,ML Engineer,Service-Based,4.45
49.6,72.3,44.7,60.3,11.2,40.4,100.0,44.2,21.3,60.6,69.4,2.5,304,2,4,3,0,8.21,Software Developer,Product-Based,14.57
41.6,76.0,44.8,75.4,22.4,80.5,50.3,58.6,65.8,82.4,66.8,4.0,275,2,4,3,1,7.32,Full-Stack Developer,Product-Based,16.7
35.9,10.5,25.7,94.6,1.0,87.0,44.0,21.0,26.8,51.1,60.0,3.0,179,2,4,3,0,8.54,Frontend Developer,Startup,5.29
60.8,62.6,82.0,21.6,40.8,36.0,26.6,70.9,0.0,74.2,33.2,2.5,348,2,8,3,2,7.86,Backend Developer,Service-Based,4.43
81.5,48.9,38.1,48.3,58.1,0.0,57.4,40.0,76.7,59.2,33.9,3.5,504,1,7,4,4,5.94,ML Engineer,Service-Based,4.46
36.7,32.0,32.0,31.8,12.3,0.7,32.6,8.9,72.0,100.0,30.3,3.0,288,2,2,1,2,5.84,Data Analyst,Startup,5.08
83.3,84.7,36.1,38.0,18.4,0.0,7.8,67.4,36.8,82.4,56.8,2.0,163,1,7,4,2,6.76,DevOps Engineer,Startup,4.3
52.2,20.5,24.8,100.0,3.8,97.6,23.3,78.8,40.4,56.1,38.9,2.5,415,0,8,3,1,5.98,Full-Stack Developer,Product-Based,15.96
87.6,95.9,35.8,53.1,14.8,10.9,49.4,48.2,14.0,78.4,59.8,3.0,299,2,1,1,4,6.36,Software Developer,Service-Based,4.29
61.1,21.7,20.1,0.0,33.7,14.7,29.0,32.9,93.0,78.0,37.4,3.5,254,1,5,4,0,7.82,Data Analyst,Service-Based,4.69
62.3,98.4,47.9,22.3,0.0,29.1,83.2,54.0,17.7,100.0,53.5,2.5,304,1,9,2,2,7.97,Backend Developer,Service-Based,4.69
69.7,34.0,50.8,26.1,36.8,21.7,19.4,83.3,36.8,61.4,50.2,2.0,196,1,7,1,1,7.72,DevOps Engineer,Startup,3.82
45.5,18.2,36.4,17.9,40.3,32.1,57.1,31.8,92.6,63.2,34.0,2.5,322,1,5,4,2,7.1,Data Analyst,Service-Based,4.03
78.1,35.3,74.4,49.3,14.4,20.2,66.6,35.4,34.8,51.5,39.7,3.0,309,1,7,5,2,8.54,Software Developer,Service-Based,5.0
79.6,15.4,4.8,4.3,71.6,17.6,71.0,43.6,82.9,87.5,59.2,2.0,240,0,8,3,4,8.47,Data Scientist,Service-Based,4.36
74.4,79.9,45.4,64.6,0.0,43.3,85.3,40.1,25.9,53.8,60.3,3.0,274,3,7,6,2,8.69,Software Developer,Product-Based,13.78
86.4,61.8,45.7,98.4,10.0,87.9,25.6,22.4,40.9,65.7,72.5,3.5,475,3,4,1,1,8.91,Full-Stack Developer,Product-Based,19.96
48.0,35.8,39.1,85.9,0.0,85.9,71.2,70.2,15.3,73.9,63.8,3.5,442,1,8,1,0,8.32,Full-Stack Developer,Fintech,31.65
19.6,0.0,25.5,96.3,14.1,100.0,45.2,0.0,13.9,39.1,49.1,2.5,175,1,6,5,0,7.56,Frontend Developer,Startup,3.41
59.3,10.0,28.8,35.4,100.0,16.5,32.6,61.1,84.5,47.8,47.0,2.0,306,1,7,4,0,8.75,Data Scientist,Service-Based,5.56
44.1,45.2,28.9,42.6,37.5,30.7,36.1,63.2,32.7,66.7,61.1,1.5,198,2,5,1,4,7.18,DevOps Engineer,Startup,3.92
100.0,58.9,54.9,43.5,33.9,42.1,85.0,52.7,29.4,88.5,65.4,3.5,220,2,9,3,2,8.38,Backend Developer,Service-Based,5.79
59.2,73.3,80.4,23.3,0.0,37.6,69.3,12.2,57.6,76.1,38.3,3.0,219,0,3,4,0,8.65,Software Developer,Service-Based,4.2
53.0,25.6,74.8,28.6,88.1,7.7,61.3,29.4,39.2,55.1,61.9,3.5,217,1,3,4,1,7.56,ML Engineer,Service-Based,4.56
51.1,67.6,18.2,62.1,0.0,33.3,4.4,100.0,8.0,33.4,36.7,2.0,299,2,9,2,1,7.33,DevOps Engineer,Startup,4.01
59.3,13.8,22.3,71.9,0.0,74.9,47.3,43.9,0.0,76.0,66.5,3.0,296,0,5,1,0,7.31,Full-Stack Developer,Product-Based,16.25
58.9,31.1,6.8,27.7,10.7,15.2,43.6,100.0,46.6,52.6,38.5,2.0,429,1,0,2,3,6.78,DevOps Engineer,Service-Based,4.12
61.0,57.0,21.6,60.2,8.2,78.2,84.6,42.8,11.6,62.8,59.0,3.0,366,0,7,3,1,7.79,Full-Stack Developer,Product-Based,16.04
82.2,0.0,44.6,7.4,22.3,20.8,27.4,91.5,34.7,75.7,38.3,3.0,294,1,6,5,2,7.23,DevOps Engineer,Service-Based,4.37
50.9,100.0,26.6,41.2,1.9,24.5,67.4,69.8,3.8,75.9,50.2,2.5,360,1,2,4,2,6.77,Backend Developer,Service-Based,4.68
78.6,66.7,72.9,38.6,41.6,44.7,40.9,39.8,0.0,60.4,41.9,2.0,312,1,7,3,4,8.02,Software Developer,Service-Based,3.79
62.3,73.9,41.3,91.0,31.2,100.0,58.1,39.0,15.9,66.9,59.0,4.5,230,2,4,6,3,8.58,Full-Stack Developer,Product-Based,17.73
87.7,53.1,44.4,12.5,94.7,0.0,75.9,70.8,97.8,43.6,64.2,3.5,360,2,0,2,4,8.33,ML Engineer,Fintech,19.53
91.1,23.9,51.0,14.5,100.0,21.3,54.4,48.5,61.0,62.1,55.2,4.5,343,1,6,2,3,8.73,ML Engineer,Product-Based,19.4
61.6,47.9,32.3,34.1,0.4,29.8,67.6,38.2,0.0,58.8,35.2,2.5,305,0,5,3,1,5.13,Software Developer,Startup,4.59
62.4,25.0,0.0,0.0,45.8,8.2,4.8,32.4,91.1,70.2,27.4,1.5,190,0,1,1,1,8.04,Data Analyst,Startup,3.85
63.4,78.9,67.1,0.0,49.3,24.5,71.4,51.2,37.2,77.0,42.2,3.0,300,2,7,3,3,6.52,Software Developer,Service-Based,4.05
53.8,35.9,37.5,86.4,20.6,100.0,44.3,51.6,0.0,82.3,50.1,3.0,287,1,0,5,1,7.57,Full-Stack Developer,Product-Based,15.25
38.5,45.0,36.3,100.0,0.0,100.0,33.0,24.5,0.0,19.0,66.6,2.5,115,1,2,3,1,7.55,Frontend Developer,Startup,3.17
54.1,45.8,56.6,60.0,0.0,52.3,56.1,50.4,4.8,72.2,49.6,4.0,286,2,7,0,3,7.62,Backend Developer,Product-Based,14.17
4.6,51.1,58.2,70.2,0.0,95.7,83.1,88.1,1.6,73.7,72.0,3.5,275,1,4,1,1,7.26,Full-Stack Developer,Product-Based,17.81
57.1,13.0,11.2,38.6,69.4,11.5,32.2,15.2,91.6,57.1,33.3,3.0,358,1,4,3,3,7.19,Data Analyst,Service-Based,3.5
74.0,0.0,0.0,35.2,49.7,25.0,30.1,33.9,71.4,64.5,68.5,2.5,235,1,7,0,3,7.03,Data Analyst,Startup,4.67
70.2,2.8,2.1,43.1,89.9,19.6,47.7,74.0,100.0,54.7,55.0,3.0,228,1,0,0,2,8.37,Data Scientist,Service-Based,4.4
42.9,72.8,38.1,77.7,1.6,65.3,100.0,64.8,14.9,62.7,51.4,2.5,262,3,6,2,4,7.45,Full-Stack Developer,Product-Based,14.96
51.0,90.1,39.6,31.0,33.8,42.6,41.6,51.5,7.5,53.7,43.3,2.5,301,2,3,2,1,6.82,Backend Developer,Service-Based,4.58
35.5,34.9,14.3,57.6,0.0,79.9,29.8,43.8,27.7,68.2,39.9,2.5,47,1,3,2,1,7.81,Full-Stack Developer,Startup,4.55
27.2,26.0,49.0,100.0,41.1,90.7,42.2,40.1,27.2,81.8,63.7,2.0,307,0,1,4,2,8.97,Full-Stack Developer,Product-Based,17.7
55.6,10.8,0.0,0.0,41.6,37.0,17.9,26.1,99.2,61.6,49.8,4.0,238,1,0,0,1,7.05,Data Analyst,Service-Based,4.06
18.7,53.9,31.6,1.1,0.0,22.7,40.6,100.0,8.8,46.9,49.8,3.0,131,1,0,2,1,6.65,DevOps Engineer,Startup,4.07
87.1,89.1,42.1,20.9,16.5,10.8,36.9,70.3,62.2,35.7,57.9,1.5,208,2,6,4,0,7.94,Backend Developer,Service-Based,4.52
81.5,0.0,37.6,53.1,23.1,22.4,12.9,76.8,52.0,54.3,39.7,1.5,181,1,9,3,3,7.48,DevOps Engineer,Startup,4.43
68.7,75.7,59.5,44.5,0.0,12.2,56.9,45.3,19.6,56.3,39.8,2.0,217,2,8,4,2,7.08,Backend Developer,Startup,3.51
88.5,100.0,47.3,86.0,38.6,27.5,53.2,30.0,17.0,79.3,61.6,3.5,387,2,7,4,3,8.64,Backend Developer,Product-Based,15.79
55.9,87.4,50.7,97.7,16.3,100.0,33.4,57.3,54.6,59.4,71.6,3.0,396,2,5,3,2,8.6,Full-Stack Developer,Product-Based,17.9
72.0,100.0,34.2,17.0,41.7,82.7,71.7,35.1,13.4,69.7,58.2,3.5,303,1,8,1,3,7.54,Software Developer,Product-Based,15.62
31.5,54.0,2.5,70.9,18.4,81.0,24.8,34.0,19.1,27.8,53.7,2.0,283,0,5,1,0,7.15,Frontend Developer,Startup,4.02
29.4,14.0,1.2,89.9,20.6,92.6,42.6,29.3,20.3,47.3,64.3,3.5,0,1,4,2,2,7.09,Frontend Developer,Service-Based,3.35
55.2,87.0,74.2,28.3,56.5,71.1,13.3,18.8,4.4,42.5,20.5,3.0,301,3,9,2,2,8.03,Software Developer,Product-Based,17.67
36.6,72.5,80.1,71.0,10.0,40.0,74.7,56.3,52.6,89.3,51.3,4.0,262,1,3,4,2,8.35,Software Developer,Product-Based,14.68
22.9,32.7,43.4,46.9,5.1,96.5,33.7,31.6,22.7,62.6,27.8,1.5,381,2,3,0,2,7.72,Frontend Developer,Product-Based,11.68
34.3,20.3,33.4,28.2,30.1,3.0,31.2,38.4,72.1,31.6,34.2,2.5,112,1,2,3,1,7.55,Data Analyst,Startup,3.68
21.5,42.7,18.5,69.4,32.4,91.5,45.1,16.2,14.5,32.9,33.1,1.0,131,0,3,5,1,7.47,Frontend Developer,Startup,4.1
56.5,85.7,47.8,74.7,31.6,20.2,92.8,32.2,5.9,100.0,58.9,3.5,233,3,11,0,2,8.46,Backend Developer,Product-Based,15.89
91.6,8.1,0.0,48.0,100.0,0.0,94.8,12.1,57.3,21.4,43.5,3.5,140,2,3,2,3,7.05,Data Scientist,Service-Based,3.9
66.4,93.1,46.7,80.2,0.0,29.2,63.3,14.0,1.2,61.3,35.1,2.0,441,1,5,1,1,5.97,Software Developer,Product-Based,13.53
43.1,43.0,0.0,100.0,14.1,100.0,37.9,47.6,6.5,32.2,35.0,2.0,75,1,7,4,4,7.1,Frontend Developer,Startup,3.45
76.9,55.9,20.9,64.3,28.6,72.5,54.3,42.0,10.5,41.6,67.7,2.5,388,1,6,5,4,7.24,Full-Stack Developer,Product-Based,18.01
48.4,52.8,45.9,93.8,25.2,100.0,75.1,81.1,10.1,63.9,49.4,3.5,484,2,3,3,2,7.22,Full-Stack Developer,Fintech,25.25
41.7,100.0,21.7,47.1,32.6,65.6,40.9,78.0,27.9,85.3,79.8,3.5,91,2,7,2,2,7.01,Backend Developer,Product-Based,15.55
65.1,0.0,27.1,29.8,28.3,23.1,59.8,50.2,100.0,80.1,66.1,3.5,294,1,10,4,2,7.48,Data Analyst,Service-Based,4.18
81.8,100.0,28.7,50.4,0.0,37.3,67.1,37.9,54.5,55.9,75.0,3.0,311,2,6,2,1,8.63,Software Developer,Service-Based,5.43
69.3,77.1,54.3,55.4,15.9,45.3,80.9,28.6,41.0,67.9,76.1,3.5,0,1,7,5,3,7.66,Software Developer,Service-Based,4.02
68.4,33.2,48.2,37.5,21.7,16.7,33.5,83.3,40.6,30.6,38.8,3.5,376,2,7,3,1,7.43,DevOps Engineer,Service-Based,4.2
83.8,62.6,57.2,31.6,36.6,34.7,97.0,50.5,23.5,24.9,54.6,1.5,474,1,4,2,3,7.86,Software Developer,Service-Based,5.86
65.8,0.0,32.0,49.5,52.4,0.0,22.7,20.9,74.6,100.0,52.5,3.0,290,0,7,5,1,7.0,Data Analyst,Service-Based,4.87
44.7,27.9,15.1,3.3,21.4,10.5,21.0,0.0,74.8,68.8,36.8,1.5,245,1,6,2,0,5.79,Data Analyst,Startup,4.11
50.2,4.4,15.3,39.0,47.9,0.0,26.7,38.8,99.2,77.2,35.3,2.5,122,0,9,5,0,6.77,Data Analyst,Startup,3.71
69.8,43.3,38.1,32.4,43.9,8.4,35.3,34.2,100.0,94.8,50.5,3.5,354,1,3,5,3,6.8,Data Analyst,Service-Based,5.02
65.0,31.1,13.6,54.2,38.1,19.3,26.2,93.9,23.3,40.3,28.2,1.5,102,1,3,1,0,6.48,DevOps Engineer,Startup,2.95
74.5,0.0,17.6,48.3,2.7,35.0,21.4,98.0,19.3,89.8,48.4,2.0,277,2,2,4,2,7.39,DevOps Engineer,Startup,4.36
100.0,51.3,67.8,19.6,77.4,14.5,52.6,46.4,64.8,41.9,52.8,3.0,259,3,9,3,0,6.41,ML Engineer,Service-Based,4.79
71.6,21.9,27.0,2.2,48.9,7.8,23.6,20.1,62.4,91.6,51.5,2.5,62,2,3,1,0,7.24,Data Analyst,Startup,3.31
70.2,76.4,86.6,49.7,25.3,34.8,100.0,50.3,40.9,79.6,74.2,4.0,589,1,6,6,2,8.75,Software Developer,Top-Tier,45.54
34.5,44.4,9.8,100.0,31.2,70.8,48.1,27.5,11.6,63.7,52.4,2.0,285,1,7,3,0,7.76,Frontend Developer,Product-Based,13.28
70.6,70.8,57.7,51.5,6.1,19.0,66.0,20.9,42.6,37.5,45.6,3.0,264,1,6,4,2,8.78,Software Developer,Service-Based,4.44
97.5,41.4,38.2,25.3,75.4,32.5,41.6,61.0,62.3,58.0,67.8,3.5,379,1,9,5,1,8.93,ML Engineer,Product-Based,14.22
56.4,74.9,13.0,87.0,0.0,83.1,79.3,45.7,41.9,46.7,70.3,4.5,376,1,1,3,2,7.85,Frontend Developer,Fintech,22.57
66.9,77.2,11.7,40.0,0.0,42.0,47.6,61.8,14.8,98.2,34.4,2.0,292,0,7,4,0,9.06,DevOps Engineer,Service-Based,4.96
43.6,80.9,63.7,15.3,24.9,41.4,43.7,29.7,62.1,70.3,42.9,2.5,119,3,8,3,2,8.65,Software Developer,Startup,4.5
68.1,84.0,26.6,63.6,52.8,22.9,55.9,74.9,6.2,89.9,45.8,3.0,474,2,7,2,2,7.84,Backend Developer,Product-Based,18.39
26.0,79.1,55.4,65.8,32.9,31.5,61.5,26.4,43.8,88.3,65.6,4.0,224,0,3,2,1,7.86,Software Developer,Product-Based,15.54
49.2,35.7,46.2,24.7,83.9,27.2,75.6,64.7,23.3,44.4,48.1,2.5,146,3,11,3,1,8.37,ML Engineer,Startup,4.1
99.0,36.8,57.0,19.7,85.0,0.0,49.1,55.5,57.5,24.4,54.9,3.0,277,0,7,3,4,7.55,ML Engineer,Service-Based,5.01
67.9,70.2,45.2,100.0,0.0,68.1,64.5,32.5,46.0,77.7,69.4,3.5,413,2,8,3,0,7.84,Full-Stack Developer,Product-Based,17.59
25.5,44.9,4.2,15.0,63.9,0.0,57.2,60.1,74.0,61.2,52.4,3.0,322,2,13,0,3,8.38,Data Analyst,Service-Based,4.2
22.5,6.3,13.0,83.6,0.0,95.1,69.5,11.9,27.6,13.4,57.5,1.5,185,0,9,0,0,7.19,Frontend Developer,Startup,2.68
49.2,54.0,38.1,33.4,10.3,14.8,77.7,60.0,32.4,67.1,62.2,3.0,367,0,5,1,1,8.05,Backend Developer,Service-Based,5.39
92.0,38.8,6.4,43.1,15.5,77.5,48.3,39.6,13.6,56.8,49.5,3.5,152,0,6,2,3,8.16,Full-Stack Developer,Service-Based,4.04
60.2,67.2,22.9,52.5,74.1,29.0,56.8,24.6,95.6,58.3,69.8,2.5,403,0,3,3,2,7.89,Data Scientist,Product-Based,18.5
33.1,37.6,48.0,34.8,0.0,7.5,23.1,63.7,17.2,71.1,28.0,3.0,165,1,3,3,4,8.43,DevOps Engineer,Startup,2.69
82.3,81.6,75.2,68.3,27.5,58.5,42.7,22.2,7.5,17.3,42.2,2.5,328,1,7,0,1,7.42,Software Developer,Product-Based,17.22
51.0,40.8,40.3,47.1,0.0,8.6,72.7,88.2,34.3,39.3,35.1,2.5,258,3,6,1,1,6.84,DevOps Engineer,Startup,3.3
26.8,67.3,76.8,66.7,28.7,88.3,69.6,18.6,40.0,62.4,59.5,3.5,502,0,8,3,3,7.71,Software Developer,Fintech,28.76
26.6,53.1,6.4,99.1,0.0,82.3,53.1,44.0,47.9,46.2,61.7,2.5,340,2,4,3,2,8.23,Frontend Developer,Product-Based,16.36
53.9,0.0,1.7,66.2,19.0,32.3,28.0,13.6,100.0,71.7,56.0,4.0,272,2,4,3,3,7.8,Data Analyst,Product-Based,14.91
15.9,36.6,6.2,100.0,37.2,100.0,57.9,20.9,2.2,100.0,37.1,2.0,397,3,6,3,2,7.44,Full-Stack Developer,Product-Based,16.12
20.1,12.9,0.0,17.0,81.2,0.0,18.4,36.4,95.3,97.0,53.9,2.0,254,0,10,0,1,6.89,Data Analyst,Startup,4.31
74.4,48.6,7.0,17.2,17.2,1.8,45.4,83.6,14.1,92.1,40.5,3.5,418,0,4,4,1,6.96,DevOps Engineer,Service-Based,5.23
30.6,35.1,29.6,50.3,0.0,18.2,40.3,100.0,13.0,40.4,50.1,1.0,256,1,5,0,0,8.06,DevOps Engineer,Startup,4.04
58.7,68.5,67.3,50.5,11.1,32.7,84.2,55.1,0.0,69.7,38.1,3.5,417,2,1,3,3,8.74,Software Developer,Service-Based,4.52
91.9,21.0,8.5,23.2,100.0,14.9,79.9,70.8,84.4,46.7,53.6,3.0,351,2,1,6,2,7.75,Data Scientist,Service-Based,5.13
29.9,0.5,18.1,79.6,22.6,61.9,43.8,27.2,27.4,20.7,29.4,1.5,278,2,4,3,0,6.77,Frontend Developer,Startup,3.87
92.7,17.3,19.7,47.1,76.4,0.0,33.3,42.2,70.9,98.0,47.0,2.5,357,1,8,5,2,7.98,Data Scientist,Service-Based,4.36
97.9,50.9,74.8,45.3,21.4,3.6,51.1,49.8,43.1,68.0,46.3,2.5,306,2,3,2,4,8.5,Backend Developer,Service-Based,5.18
83.8,37.2,13.9,84.6,37.4,68.7,51.6,64.6,16.3,63.6,74.0,3.0,336,1,7,2,1,9.25,Full-Stack Developer,Product-Based,17.67
70.5,61.5,57.5,39.5,41.3,64.0,44.0,14.8,58.0,54.5,67.2,2.5,253,2,6,1,1,7.36,Software Developer,Product-Based,15.22
61.4,64.5,41.2,69.8,3.4,82.3,69.7,35.7,7.7,45.2,59.4,2.5,178,2,6,2,3,8.41,Full-Stack Developer,Product-Based,15.6
86.8,72.8,24.9,41.8,28.9,26.1,63.3,0.0,100.0,79.7,67.0,3.5,87,2,2,6,1,8.61,Data Analyst,Service-Based,4.72
